date,Headline,Impact - Raw,Impact - units recalled,Impact - injured or killed,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty,Currency Symbol,Impact - Currency,Country,Failure Type,Organization Type,Government Type,Government Department,Industry Area,url,title,Project,Companies,Theme,tags
2012-06-01T07:00:00Z,"Software Update Crashes UK RBS Bank Group IT Systems, Over 6 Million Customers Without Access to Accounts",System outage also hits banks and their customers across UK,,,,,,6000000,,,,UK,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/natwest-banks-nightmare-starting-to-end-,RBS Group Banking Nightmare Beginning to End,,,bank,"UK,Operational Failure,Commercial,,,Banking and Financial,,bank,,,Impact - Raw,Impact - customers affected"
2013-07-01T07:00:00Z,Bank Blames GPS Error for Repossessing Wrong House,Bank apologizes and offers small compensation for error,,,,,,,1.80E+04,$,USD,US,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-ohio-bank-blames-gps-for-wrong-house-repossession,IT Hiccups of the Week: Ohio Bank Blames GPS for Wrong House Repossession,,,bank,"US,Operational Failure,Commercial,,,Banking and Financial,$,bank,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-11-01T07:00:00Z,UK RBS Bank Group Fined by Financial Conduct Authority £ 56 Million over 2012 IT Outages,"RBS already paid out £ 175 Million in compensation and other costs, and is investing £1 Billion to improve internal IT",,,6,weeks,1008,17000000,7.50E+07,£,GBP,UK,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/royal-bank-of-scotland-group-facing-huge-fine-over-2012-massive-it-system-meltdown,RBS Group Facing Huge Fine over Massive 2012 IT System Meltdown,,,bank,"UK,Operational Failure,Commercial,,,Banking and Financial,£,bank,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty,Impact - Currency"
2008-03-01T07:00:00Z,"Dutch Tax Office Accidentally Erases 730,000 Digitally Submitted Tax Returns",Taxpayers must resubmit returns,,,,,,730000,,,,Netherlands,Operational Failure,Government,National,Finance and Treasury,,http://spectrum.ieee.org/riskfactor/computing/it/dutch_tax_office_loses_730000,"Dutch Tax Office Erases 730,000 Tax Returns",,,taxes,"Netherlands,Operational Failure,Government,National,Finance and Treasury,,,,,,Impact - Raw,Impact - customers affected"
2008-12-01T07:00:00Z,Veterans Affairs Failure to Update Software Shortchanges War Widows for 12 years,"400,000 widows owed money",,,12,years,104832,,,,,US,Operational Failure,Government,National,Defense and Veterans Affairs,,http://spectrum.ieee.org/riskfactor/computing/it/us_department_of_veteran_affai,US Department of Veteran Affairs Shortchanged Widows for Over a Decade,,,social welfare,"US,Operational Failure,Government,National,Defense and Veterans Affairs,,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours"
2009-12-01T07:00:00Z,California Unemployment System Programming Issues Delay Checks,"117,000 unemployment checks not sent out",,,,,,117000,,,,US,Operational Failure,Government,State/Local,Labor,,http://spectrum.ieee.org/riskfactor/computing/it/117000-california-unemployment-checks-in-limbo-because-of-states-it-systems-problems,"117,000 California Unemployment Checks In Limbo Because of State's IT Systems Problems",,,social welfare,"US,Operational Failure,Government,State/Local,Labor,,,,,,Impact - Raw,Impact - customers affected"
2010-06-01T07:00:00Z,"UK HMRC Agency Computer System Errors Hit 100,000 Taxpayers",Tax agency claims system is working as it should,,,,,,1.00E+05,,,,UK,Operational Failure,Government,National,Finance and Treasury,,http://spectrum.ieee.org/riskfactor/computing/it/uk-revenue-and-customs-computer-errors-whack-100000-taxpayers,"UK Revenue and Customs Computer Errors Whack 100,000 Taxpayers",,,taxes,"UK,Operational Failure,Government,National,Finance and Treasury,,,,,,Impact - Raw,Impact - customers affected"
2010-09-01T07:00:00Z,UK Government Tries to Quell Firestorm over Incorrectly Computed Taxes for 13.5 Million Taxpayers,HMRC computer system modernization to blame,,,,,,13500000,,,,UK,Operational Failure,Government,National,Finance and Treasury,,http://spectrum.ieee.org/riskfactor/computing/it/uk-government-moves-to-reduce-paye-system-political-fallout,UK Government Moves to Reduce PAYE IT System Fiasco Political Fallout,,,taxes,"UK,Operational Failure,Government,National,Finance and Treasury,,,,,,Impact - Raw,Impact - customers affected"
2013-03-01T07:00:00Z,Tax Refunds for Over 600 000 H&R Block Users Delayed Because of eFile Problems,Refunds delayed up to 8 weeks,,,8,days,192,600000,,,,US,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-hundreds-of-thousands-hit-by-us-tax-filing-glitches,IT Hiccups of the Week: Hundreds of Thousands Hit By U.S. Tax Filing Glitches,,,taxes,"US,Operational Failure,Commercial,,,Banking and Financial,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected"
2013-07-01T07:00:00Z,South Carolina Fires HP Over Failed Child Support Enforcement IT System,Complicated - best estimate is at least $116 million and probably tens of millions more over time as Federal fines mount,,,,,,,1.16E+08,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://www.thestate.com/news/politics-government/article14442176.html; http://www.thestate.com/news/politics-government/politics-columns-blogs/the-buzz/article13831079.html,"Accusations fly as SC fires 3rd company computerizing child support system || STATE HOUSE: Years late, DSS child support project still undone Read more here",,,social welfare,"US,Project Failure,Government,State/Local,Health and Human Services,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2013-08-01T07:00:00Z,Massachusetts Department of Revenue Cancels New $114 Million Tax System Development,State cancels contract with Deloitte for poor performance after spending $54 Million,,,,,,,54000000,$,USD,US,Project Failure,Government,State/Local,Finance and Treasury,,http://www.crn.com/news/channel-programs/240162344/deloitte-state-contracts-repeatedly-over-time-budget-report.htm,"Deloitte State Contracts Repeatedly Over Time, Budget: Report - Page: 1",,,"project termination/cancellation, taxes","US,Project Failure,Government,State/Local,Finance and Treasury,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-01-01T07:00:00Z,North Carolina Cancels Tax Computer System Project After Spending $90.8 Million,State will go in another direction,,,,,,,9.08E+07,$,USD,US,Project Failure,Government,State/Local,Finance and Treasury,,http://www.govtech.com/health/State-Pulls-Plug-on-90-Million-Tax-Computer-System.html; http://www.govtech.com/state/NC-Revenue-Department-CGI-Agreed-not-to-Disparage-Each-Other-Following-Failed-Project.html; http://www.wral.com/revenue-department-pulls-plug-on-computer-system-upgrade/13301442/,"North Carolina Pulls Plug on $90 Million Tax Computer System || NC Revenue Department, CGI Agreed not to Disparage Each Other Following Failed Project || Revenue agency pulls plug on computer system upgrade",,,"project termination/cancellation, taxes","US,Project Failure,Government,State/Local,Finance and Treasury,,$,project termination/cancellation,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-04-01T07:00:00Z,UK £1.2 Billion Universal Credit Programme Begins Again,Program complete date pushed back to 2017 from 2015; £425m spent on the program so far likely to be written off,,,,,,,4.25E+08,£,GBP,UK,Operational Failure,Government,National,Health and Human Services,,http://www.newstatesman.com/politics/2014/04/universal-credit-anatomy-government-failure,the anatomy of a government failure,,,social welfare,"UK,Operational Failure,Government,National,Health and Human Services,,£,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2014-09-01T07:00:00Z,"Indiana's Bureau of Motor Vehicles Overcharged 180,000 Customers over Ten Years",Promises to refund $29 Million in wrongly calculated excise tax fees,,,10,years,87360,180000,29000000,$,USD,US,Operational Failure,Government,State/Local,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/indianas-bureau-of-motor-vehicles-overcharged-180000-customers-excise-tax-for-10-years,"Indiana’s Bureau of Motor Vehicles Overcharged 180,000 Customers for 10 years",,,taxes,"US,Operational Failure,Government,State/Local,Transportation,,$,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty,Impact - Currency"
2014-11-01T07:00:00Z,"Ontario's New CN$240 Million Social Assistance Management Systems (SAMS) Overpays 17,000 Social Welfare Recipients Some CN$20 Million",Government calls overpayment a minor glitch,,,1,days,24,17000,,,CAD,Canada,Operational Failure,Government,State/Local,Health and Human Services,,http://www.thestar.com/news/canada/2014/11/28/computer_glitch_sends_20m_in_overpayments_to_social_assistance_recipients.html,Computer glitch sends $20M in overpayments to social assistance recipients,,,social welfare,"Canada,Operational Failure,Government,State/Local,Health and Human Services,,,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Currency"
2015-01-01T07:00:00Z,South Carolina and HP Agree Over Failed 2013 Child Support Project,HP agrees to pay SC $44 Million; SC Carolina Agrees to Pay HP $5 million; State still has to pay Feds $73 Million for not having Child Support System in place ($51 million was previously paid by computre companies who failed to build system); SC has hired Xerox to build system which won't be done by 2019; Congress in 1988 mandated system be in place by 1992,,,,,,,4.40E+07,$,USD,US,Project Failure,Government,State/Local,Health and Human Services,,http://www.thestate.com/news/politics-government/politics-columns-blogs/the-buzz/article13940351.html,SC to get $39 million to settle lawsuit over unfinished child-support system,,,social welfare,"US,Project Failure,Government,State/Local,Health and Human Services,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
2015-01-01T07:00:00Z,Ontario's Admits it May Take Another 10 Weeks to Fix Problems with  Social Assistance Management Systems (SAMS),Over CN$5 Million spent on extra staff so far to fix on-going problems with system,,,10,weeks,1680,,5000000,$,CAD,Canada,Operational Failure,Government,State/Local,Health and Human Services,,http://www.thestar.com/news/canada/2015/01/30/internal-memo-shows-welfare-computer-system-problems-drag-on.html,Internal memo shows welfare computer system problems drag on,,,social welfare,"Canada,Operational Failure,Government,State/Local,Health and Human Services,,$,,,,Impact - Raw,Impact - duration,Impact - duration unit,Impact - hours,Impact - Qty,Impact - Currency"
2015-03-01T07:00:00Z,Ontario's Admits More Time Fix Problems with  Social Assistance Management Systems (SAMS),A total of CN$21 Million spent  to fix on-going problems with system on top of the original CN$242 million to develop it,,,,,,,2.10E+07,$,CAD,Canada,Operational Failure,Government,State/Local,Health and Human Services,,http://www.thestar.com/news/canada/2015/03/19/ontario-pours-another-5-million-into-problem-plagued-welfare-computer-system.html,"SAMS bill grows by another $5 million to pay for municipalities’ overtime, training",,,social welfare,"Canada,Operational Failure,Government,State/Local,Health and Human Services,,$,,,,Impact - Raw,Impact - Qty,Impact - Currency"
